"","ABCB6","ACTN1","ATP5F1A","CKS1B","COX18","DDX27","GASK1B","GMNN","KNOP1","MAMDC2","ME2","MOB3A","NFE2L3","PLPP2","RELL2","SLC24A3","SRPX","ST7L","UBD","type"
"TCGA.BR.8486.01",6.0594861276698,8.46777986395737,8.52621942427301,10.471774272863,5.67309600743161,8.32454231928751,7.64694099802106,9.12524492122163,7.08067025378171,4.21818861831435,9.02817860499889,5.82966568903536,6.90884302733872,7.84303338894666,5.60250422742551,6.6027887916599,6.23099355364073,5.19368850729703,9.77898981018121,"Cancer"
"TCGA.BR.8487.01",5.9544056483332,8.17696609284202,8.87470878782834,11.0767317686793,6.16752351777676,7.79738674176254,7.06138662018605,9.63535909609905,6.06507683487571,2.96477934663648,9.46729198005855,5.78169876531319,9.27075679973155,8.05551117426368,5.24065705286748,5.61098213812091,6.1764664623945,4.98220231515405,11.4872382939318,"Cancer"
"TCGA.BR.8588.01",5.88959642369948,8.74144542921815,8.75893707205336,10.7271798887897,6.02129030927038,8.22749230145074,7.56956594702991,9.29168168335517,6.64485094319119,5.47729639694146,9.2001991171519,5.94496919688299,7.36926654105195,8.86826385786561,5.19658443108189,6.3714167201113,7.66633689226273,5.19606298757965,9.92148680956186,"Cancer"
"TCGA.BR.8589.01",5.75170066019647,7.746780957265,8.45851092333659,10.8030351091142,5.98048072242285,9.09807287498148,6.84102990047988,9.58596314350053,6.70434406965303,3.26249125463303,8.9975743935568,5.89816716259254,8.56838854320407,9.01866988314295,5.26407842104297,4.96277407923327,4.56274402989173,5.00197573655974,12.9117867273011,"Cancer"
"TCGA.BR.8590.01",5.81259505851173,9.06368061790402,8.61872491833353,9.6408732067292,5.8759468825021,9.06866957436412,8.56247395065606,8.89544938127019,6.69099365366277,6.88946356741682,9.17133187333249,6.01027570698835,7.4263044569316,7.38637457157658,5.46326885447696,7.86144509095336,7.37370731306772,5.23077228243049,10.2507993485299,"Cancer"
"TCGA.BR.8591.01",5.7275557972483,8.38883308012913,8.81669874099297,10.2435922878577,6.00690275510633,7.7805970779023,7.23253561556212,9.53994353629925,6.61005752892677,4.23999820762747,9.21858953781191,5.74625503026991,7.93997554658071,9.01593408768812,5.37217181903426,6.05295511384823,6.34462118724062,5.03714892613279,11.683199408639,"Cancer"
"TCGA.BR.8592.01",5.6510889784703,9.55033289826609,8.56283964651997,8.60855023530465,5.83412974627807,8.18660381195495,8.58602316919509,7.94231563735162,6.39160467784195,8.8349762735221,8.88529457152092,6.27717738260623,6.1427965177736,7.29113366763828,5.22371421511766,7.86195339375126,9.11752547692596,5.65329942032169,8.0864077365371,"Cancer"
"TCGA.BR.8676.01",6.62280164324868,7.94569043199654,8.91592802100236,10.3167850721585,6.1862013644025,9.08366365335955,6.22788136905332,10.4544297663335,7.52128685942338,3.24360537615646,9.50109896212935,5.79748056586024,7.10857925278816,8.28211552447755,4.792551334474,4.51942062858588,4.82211260945323,4.7468586187544,11.0804217087935,"Cancer"
"TCGA.BR.8677.01",5.76297583961787,8.29979760218255,8.20533681302788,10.1521012401087,5.90388796845996,9.01791461071707,7.86342789478578,9.35232341768922,6.42109186664009,5.04510774237574,8.32193342687901,5.91406397014999,8.67742924833837,8.19243307122278,5.33114754472304,6.31101825585087,8.99478507171589,5.26957139604824,13.2213960676064,"Cancer"
"TCGA.BR.8678.01",5.72533758978873,8.38591946364643,8.6558565550764,10.6963928170296,5.84424651312962,8.71340284745597,7.35993453929217,10.4450438540979,7.17688737740044,7.14004033219586,8.64058024809988,5.73522489126766,7.1792901540516,8.8500198753505,5.58915291879818,5.48533906731853,5.41011165416912,5.75980801556957,11.8340490001487,"Cancer"
"TCGA.BR.8679.01",5.94278245215204,8.56872506052365,8.56762127763926,10.3967721855804,5.50400121984145,9.38608129089052,8.16045857588781,9.94415786718168,6.6665027278907,4.8153797630437,8.95136788746706,5.68687682762224,8.19181349747816,8.98243943784375,5.66957944198658,7.19917422552191,6.53901973989148,5.32593689220906,11.7833764249005,"Cancer"
"TCGA.BR.8680.01",5.74239767899989,8.39525840828816,8.78316274988818,10.9448323325529,5.91562174328819,8.57142611337084,6.77973306010677,9.31568629969687,7.07327110555202,2.97967284022999,8.39031570598206,5.74519441129823,8.98460676977359,8.78722047878996,5.69250053271635,5.37770138206358,5.8745413696085,5.17997670265006,6.67984985392399,"Cancer"
"TCGA.BR.8682.01",5.94088596999925,8.9610822951824,8.51438477399042,8.58168103125129,5.81136821436078,8.70197423642385,7.78806344408109,7.63013767761448,6.56024854105572,8.29397395641219,9.06135123253141,5.98777119218793,6.80955489812698,7.77314750371371,5.45648748865684,6.53763692897248,8.73378969570716,5.49841906346724,11.0903683555306,"Cancer"
"TCGA.BR.8683.01",5.64945123880412,8.83865669904928,8.31126802769295,9.67799497683716,5.55995142013886,9.19058292965846,8.76495279763012,8.87568445720032,6.46239043306822,5.17243116727396,7.85538116750452,5.88462163373198,7.82320207009267,7.48647883802272,5.70852535752965,6.8368227249679,6.67681586810363,5.43036585146125,9.73048954567735,"Cancer"
"TCGA.BR.8686.01",5.46958554517568,8.38211261573681,8.05952764517547,9.63065776311745,5.64776525750716,8.78502501866425,8.04349224484127,9.10714971407591,6.70689955255659,7.03535934069241,8.10043164715899,5.97496745652734,7.21707625270522,6.42197928063166,5.32200598289099,6.01615856461413,7.72119736510915,5.45200719395829,11.8931431458114,"Cancer"
"TCGA.BR.8687.01",5.84495496790003,8.22184174533665,8.74092238942554,9.6779205741034,6.05747738335443,8.65946214184567,6.9138619916368,9.21436519811568,6.98721519112233,4.59961051204599,9.36807971508844,5.61844698189285,7.69511961627342,8.53494943683033,5.30335992396992,6.53089374938006,6.59965037449981,5.02759586490312,8.8812000186482,"Cancer"
"TCGA.BR.8690.01",5.66384639306942,8.65010256155625,8.17284176241676,10.3948001582109,5.74539953145908,9.77255155040567,7.07746523938175,9.53488408612805,7.83725509023423,4.56144338018141,8.79056643344447,5.82434293766414,8.35327907230249,7.90827024533411,5.32344396208801,6.57192876677279,6.90016745266941,4.81259431101142,13.3177839281764,"Cancer"
"TCGA.BR.A44T.01",5.59354292982837,9.36970333911128,8.53555415363402,9.34289054705304,5.80875439663557,8.53336586416095,7.2896970638936,8.44989479208095,6.83193531344026,7.98967687572928,8.8704431974979,6.61477376944255,6.74823924172813,7.64159046903367,5.5992235866376,5.5808336719858,8.24300757056959,5.38671300219323,11.1804227940144,"Cancer"
"TCGA.BR.A44U.01",6.2054618037235,8.63355626227794,7.9486752073805,10.6488551425485,5.91596097866052,8.84553386597215,7.45287289054507,9.30577663692311,7.08704161043748,3.47853840337328,8.41565267788642,5.84098391289635,9.18309130658917,9.25511336907845,5.40073249602396,6.40827618590317,6.37881315244771,5.11191695257488,11.6931009927376,"Cancer"
"TCGA.BR.A452.01",6.27605353057649,8.41858645107831,8.46558318952178,11.7981266351423,5.58262163147163,9.38653522750672,6.43628010807863,10.3928853216932,7.41910920908268,5.91484454555648,7.43397451195543,5.82592052995804,8.08260156162507,8.77531739545221,5.826193563438,6.07761199109144,5.31844159030986,5.24849626689687,11.276629837464,"Cancer"
"TCGA.BR.A453.01",5.69611775055862,9.95558685378395,8.79672942039956,9.24069161733162,5.75203142982803,7.90154685679993,7.80383608322173,8.81350904338246,6.14020011252108,8.60607821057257,9.0054753201767,6.40380362157822,5.82093321447116,6.73760219444939,5.17084765581192,7.00739974938916,11.4801250305704,5.45376960264876,8.21846250932599,"Cancer"
"TCGA.BR.A4CR.01",5.47710934736867,8.2411445858721,8.67813578558785,9.9216031860442,5.30436078487227,8.5122177637571,6.47395550581942,10.6442990619805,6.42636593235539,3.39920782168223,9.10301509087629,5.81476582938665,6.8857751264986,6.83680674391038,5.28661680979366,6.09535413769621,5.40865332490704,5.64351688576751,8.1721607922027,"Cancer"
"TCGA.BR.A4CS.01",6.40605369124757,8.17818039836045,9.57836458852153,10.06465246315,5.93988991616668,9.34881428320447,9.33193754251613,9.80563820754206,6.88870652404394,3.69980146872733,7.61824001773617,5.45578807468186,5.34399047265424,9.1293936015254,5.69441665873683,6.17245554415804,6.92752257141519,5.04139979387439,8.40979660113892,"Cancer"
"TCGA.BR.A4IU.01",5.66126433944968,9.53229472480854,8.56410409054859,9.40737857761128,5.75788299052824,8.32090069293659,8.27642442976099,8.20216837948016,6.60366025955043,8.49901002714213,8.91584629986443,6.34483460400908,6.52053085274038,8.08708941118562,5.21625194909923,7.99167966020098,9.54427079454562,5.69552337736117,9.44310464162586,"Cancer"
"TCGA.BR.A4IV.01",5.68993563061651,9.72471481612389,8.64608437706144,8.25000490210597,5.73557629336046,8.14190098369591,8.93896243024372,8.29950662181465,6.45787731934722,8.79061929340165,8.74889150252762,6.22762082729956,6.13731834657565,6.87323976094541,5.28623888442178,7.80518416905147,9.3459612695314,5.61994813688544,10.005509292383,"Cancer"
"TCGA.BR.A4IY.01",5.61700240736694,9.19198593617428,8.21795777654854,10.6684359125937,5.8039873857989,8.99097061679445,7.99492946743877,9.48159640860005,6.4294272045623,3.72910627817638,8.17719010921615,5.99064629720257,6.92447030490641,7.69507628431023,5.62233415262422,6.55424876169292,7.83840630268947,4.87889157054016,11.3923467922496,"Cancer"
"TCGA.BR.A4IZ.01",5.94410724749189,8.64012572031015,8.59488397938557,8.88560105105288,5.76830504905587,7.9650536209519,9.4411287001197,8.92839801646463,6.40636208970107,8.75257421531184,8.36416599613644,6.25341790102363,6.91632177872051,7.2586407703208,5.18054919796647,7.22384962987721,11.1636199173096,5.66785703208821,11.0293471933357,"Cancer"
"TCGA.BR.A4J1.01",6.07612823891559,7.94409383937879,9.01805168409445,11.5963086489134,5.62710162536075,9.57824980799986,7.11102601505032,10.4328516186948,7.3371032394426,4.31165247284307,9.62397771405116,5.58937978055961,8.42669513675826,6.33742908964657,5.91579716458156,5.77585842407393,6.4743630833406,5.10485208661,10.6073249197271,"Cancer"
"TCGA.BR.A4J2.01",5.92272394709266,9.07215458536427,8.53389717590989,9.58293892486812,5.73647507197789,8.44592447428698,8.37528302413143,9.08416302084118,6.50869243659904,6.4528098487064,8.72942928714039,6.41179087475115,6.82704275224811,8.19555873034889,5.51452982511402,7.31096629048638,8.76777118650038,5.499403111381,9.67492876763768,"Cancer"
"TCGA.BR.A4J4.01",5.33865197583463,8.89615666776776,8.62028142074547,9.44912336697843,5.86346636199963,8.53860457327869,6.90844451944121,9.80895733932686,6.7175766496611,3.92642671806821,9.2536472047732,5.85506945057824,7.62212507307414,7.97702230041734,4.87096397418922,5.81934365943466,5.69076731202219,5.05755860070009,11.8741288352325,"Cancer"
"TCGA.BR.A4J5.01",5.78903729338424,9.3519873318579,8.64090087698612,9.92307416203112,5.86463617728711,8.3437871916696,8.27970592617887,8.89387740979197,7.02926862810207,6.05816537766198,8.44184100753261,6.11544078729816,6.14473381307494,7.99571711584404,5.51426732769591,8.8674251151943,7.65251945667201,5.55614908745335,9.06224107275612,"Cancer"
"TCGA.BR.A4J6.01",5.9478853021162,8.01501673886514,8.3021511722667,10.0472162057911,5.71998032899117,8.49058414834427,6.86519496695403,9.48485781304828,6.83913850501141,5.71037287632747,7.59104090400099,5.6296403911532,6.5076234988034,8.35766354583381,5.30613231453617,7.51596921328578,6.8268308532685,5.31974244723854,7.93899583165699,"Cancer"
"TCGA.BR.A4J7.01",5.60081081469785,9.36231552124855,8.52592885709796,9.23808248581136,5.77993173900014,8.36298856991518,8.23025787940465,8.65286629084358,6.87152091272204,8.14604484818996,8.27763505390788,6.29841419101827,8.5633502776616,7.72119466463624,5.19283747071835,8.26846238484873,8.20096472199505,5.50179549517204,11.8971137248899,"Cancer"
"TCGA.BR.A4J8.01",5.61853447232252,8.81891273497114,8.28798949042375,10.3648437428549,5.49095046248348,9.39523470208224,8.11216620301991,10.5869012918986,7.3436065870735,6.81000939237377,8.16559037911099,5.88831405527154,8.44769264053284,9.58325696323482,5.7375385266178,6.86244951174814,7.81896100282101,5.43592437156447,12.9606238905807,"Cancer"
"TCGA.BR.A4J9.01",5.56829282744918,10.0732818805232,8.67659795437136,8.71994928741528,5.67399988756526,8.21358911868259,8.50887711344972,7.69526320347307,6.40179322138465,8.95262404751398,9.01556624866397,6.35564970312497,6.31256818971994,7.46708496218911,5.14034130309945,7.09264277765516,8.74724453196683,5.4361347411124,10.4604498708882,"Cancer"
"TCGA.BR.A4PD.01",6.19190942637313,8.10684274679297,8.65047405847561,10.2462715839287,5.6722423832507,9.56401399528702,6.78678052839694,9.88457913535573,7.19352552870316,4.5928839929032,9.18909807847591,5.7938710703835,8.78274522076551,8.72083678179082,5.65318638324694,6.40937268195351,5.81979985146044,4.81503833538896,11.8574118543976,"Cancer"
"TCGA.BR.A4PE.01",6.27015978768396,8.56716171275571,8.57872268492822,10.9353950715286,5.93427903272828,8.71958855028864,7.92304717164482,10.539138733861,6.80594957718895,3.0145986626252,8.95380654342532,5.93938969704082,8.56737289969203,9.08619383188824,5.6226609584154,5.95591769083379,6.1709268735274,4.87828998228393,12.6627364271437,"Cancer"
"TCGA.BR.A4PF.01",6.03867392056474,7.89673293698584,9.06742298978792,10.3121939635903,5.86379693234856,8.68004284082757,7.94953029685711,9.77814510380981,6.69165257714244,3.08989144362961,9.98236761547339,5.54630890209521,7.95428770749673,7.27324128840278,5.81248392225593,5.88903918128548,4.63546153863596,5.1702919929326,12.4156590304313,"Cancer"
"TCGA.BR.A4QI.01",5.67749155798819,8.37862288923134,8.14490586172171,9.97822340957015,5.64969778756599,9.00784663354558,8.52243323543266,9.49967223709594,6.27173322047673,3.79480952037403,8.34102098544405,6.07008487754499,8.23402113204767,9.32443437708821,5.29544540982069,5.91112712610603,6.27882219779105,5.3148869121564,12.8681236277861,"Cancer"
"TCGA.BR.A4QL.01",5.85223525695989,8.07394940311869,8.99356426086087,10.2258350489515,6.14728285108354,8.44366619811697,6.11925199015395,10.0918216286137,7.2252600417401,3.13336498788614,9.3383027197055,5.75349175399573,8.66526609353407,9.22626304344875,4.84705837323374,5.52448637162413,6.16593286014333,5.23504404321133,11.17296019572,"Cancer"
"TCGA.BR.A4QM.01",5.68840539798491,7.96854810144621,8.87744875482654,9.57475163553276,6.02369321497055,9.2047491181435,6.7207890207643,9.03243413589285,8.32516129418561,3.63214031386313,9.07496606747946,5.86486533482036,8.70964909320337,8.5054127585733,4.9880135376868,6.96016142816907,6.22037368664153,5.31634761217326,12.5260878831347,"Cancer"
"TCGA.CD.5798.01",5.54563144874065,9.46678777517796,8.63746912651503,9.03802701134448,5.54400544982933,8.08102123072126,8.25458725283487,9.00495102676912,6.53425502320393,7.39758743822903,8.9153038128735,6.16635655946564,7.22946483798728,8.94850309537132,5.16849322754044,8.37898026516019,8.48915232569047,5.18677454753904,11.9855128501133,"Cancer"
"TCGA.CD.5799.01",6.40802620742949,8.70247919710338,8.67053070938365,10.2536071544172,5.71193383810581,8.81892271523776,6.86902310063358,10.4958020278936,6.85583336055134,3.11072548317024,8.60621576061816,5.8639678534249,7.50186973808992,8.83206800651543,5.6440115676145,6.13774412783539,6.24182123181855,5.00014534380811,11.8280407333586,"Cancer"
"TCGA.CD.5800.01",6.63866717496396,8.10404394916124,8.46318101000553,11.3262679722896,5.58393245123988,9.45707640987441,7.23532047291714,10.5265611149867,7.44879891049538,3.37772683387102,7.5371938279693,5.58448014996567,7.09087546624433,8.22295963060018,5.78782028145569,6.2330542928313,6.32538639791826,5.09116391114026,9.44669600637774,"Cancer"
"TCGA.CD.5801.01",5.54657542335754,8.17949879558968,8.40996385652306,10.228356322509,5.82899140964224,8.75182003509498,7.18575965035318,9.09894384088807,7.26555440645121,3.30534318932735,8.42480086628449,5.98505249398724,8.7878081202537,9.1884474503328,5.22849828263661,6.33099820158312,4.77740402920173,5.1749597505661,12.786018195487,"Cancer"
"TCGA.CD.5803.01",5.57392920130633,8.99994528605484,8.49521924653127,9.50941888791037,5.32216159144971,8.74788184222583,8.19428962544707,9.55868558469288,6.36826108070249,7.04838282330619,8.18868430541876,6.31533287550332,8.6660419230669,8.85567551042689,5.28196072258899,8.38171721545083,7.60062254620383,5.60288707639827,13.218889118487,"Cancer"
"TCGA.CD.5804.01",6.30129773704077,9.06889051184185,8.37830460298726,9.5322305414677,5.70812861835745,9.57281316962033,7.30500374097875,9.66628123889931,7.68044164089367,4.9582387825794,8.02765703271388,5.93151270262691,6.47094775998512,8.71871786931223,5.79339226657101,6.21403828121454,7.0971111813757,4.87942534585518,11.8367758979751,"Cancer"
"TCGA.CD.5813.01",5.92674379329634,8.42544470311369,8.41438127814015,10.0628742818478,5.47106328329453,8.67121665315397,8.18082735089162,9.1828574297495,6.69001068636386,4.5256043443854,7.94499175623424,6.23031338256599,6.58227462672536,7.40710760894808,5.65841838188158,7.74155570408516,9.76274326031876,5.63624389600603,10.4057689714903,"Cancer"
"TCGA.CD.8524.01",6.49374152988694,8.83113118336338,8.31644224420804,10.8651265544068,5.77783160232628,9.47753569887383,8.45930726144645,9.24240972208249,7.40680933675479,4.54733745749656,8.71633203496635,5.862522217745,7.50212529717084,9.20863771816495,5.53715657616082,7.31890767658286,10.3416287938723,5.19148148370452,10.8552395263988,"Cancer"
"TCGA.CD.8525.01",5.94756928473876,8.62611640034636,8.37867641637085,10.380125261372,5.78096208875135,9.94521739303009,7.03773188686951,9.47215605219857,7.37133785449244,4.1505009976308,8.27109833987237,5.99459237766284,7.31017451060364,8.59633186568422,5.60085468995456,6.05866022960154,7.08852566817386,5.1369039395656,12.773284983912,"Cancer"
"TCGA.CD.8526.01",6.16088177222234,8.38651811883559,8.18795544124205,12.0651102264602,5.67276349100257,9.82709004299265,7.65560203186429,10.3451050869643,7.17020290229183,4.14960298013223,8.29909779879575,6.13123537130942,9.40450737655013,8.57517685521902,5.63934062436893,6.83122095577669,6.9713496401703,5.27273104756475,11.0608229454366,"Cancer"
"TCGA.CD.8527.01",6.47970915811259,8.4521239170042,8.45420833619141,10.6063466569381,5.74259531332756,9.51710915706853,6.89103811027786,10.0554341874414,7.03817835622935,3.84992020502909,8.97363081479647,5.81905597000909,6.29508713585388,8.62045349344661,6.22579660295567,6.089939554036,6.30870083315351,4.54194138168226,12.4396832385707,"Cancer"
"TCGA.CD.8528.01",6.13780746574432,8.67810305620014,8.61748673589724,10.5524638783958,6.28731450126688,8.80237211441703,7.09502364244186,9.7840194551954,7.50908904229944,2.79918667134539,9.39894915428948,5.73842411758023,7.13084211832609,8.54126868294832,5.4344603261774,6.58101701175178,6.13157513982541,4.74210028728625,6.55655928690107,"Cancer"
"TCGA.CD.8529.01",6.02905995937612,8.69854967819778,8.54383543089094,9.93583553789482,5.7461078003102,8.24858470155583,7.91725885815945,9.44526530156074,6.9516988418553,4.97256802350123,8.41104787898168,6.0403376106644,6.78031317558568,7.94442238993795,5.97832333277351,7.55344200243572,6.82467445492329,5.26559104852958,11.7809692444448,"Cancer"
"TCGA.CD.8530.01",6.2803824573153,8.91660915165784,8.5599977550934,9.89711200016281,5.71605922921455,8.98629107219966,8.63558103588376,9.04978311485563,6.82101276825845,5.44208822662043,9.16702070153533,6.06777508716177,7.63801261691468,8.6425447606455,5.36276509419269,8.81716197386139,8.38807361990509,5.67907789914308,9.59335098406353,"Cancer"
"TCGA.CD.8531.01",5.45932493878285,7.63538142683224,8.84333428536988,10.004634171326,6.10599242225824,8.6840163335833,6.73012681327044,9.26561341546805,6.31745183157799,3.26886589641175,9.318546400729,6.83439959509732,4.97158554076838,6.01749938392104,5.77385408506927,6.25739400169963,5.25719239503959,4.45519737519931,6.86118005882996,"Cancer"
"TCGA.CD.8532.01",5.93057275266823,8.19030375063318,8.46882313877752,10.0103535570719,5.77073888876188,9.09214367729786,7.25122106800275,9.41129183571506,6.89432299017506,4.3885176254728,8.28530279572229,6.07716794354571,8.78132672233794,8.87750811324219,5.82040109933941,7.02052339395651,5.35856897720591,5.28915205490263,11.9151590262362,"Cancer"
"TCGA.CD.8533.01",6.91414091394018,8.237893230764,7.93009646719513,10.6429090670322,6.11097478937132,9.0135203288201,7.37337184941799,10.1858859187954,6.71522400051055,3.74214863467524,7.11272276191626,5.37106425469188,6.6692140895088,6.89703321396927,5.77039501723302,6.97779053872446,6.05962499530612,5.33206949502513,9.48443132163995,"Cancer"
"TCGA.CD.8534.01",5.69938002787998,8.48102149774959,8.39586008356897,10.0642896144111,5.60409676488911,8.43093920714104,7.05727826133462,9.56968524880086,7.01174611249373,5.88327434099434,8.42722659375682,5.90439414228393,8.65331979209854,8.31730574471659,5.33606698409124,6.75479148787738,7.65805561430973,5.35881809489893,11.6989130429379,"Cancer"
"TCGA.CD.8535.01",6.09360700484467,8.47046695194276,8.50417249799992,11.1777371505743,5.94678309151974,9.27135211570421,6.83758305766711,9.43852556602651,6.21997777701187,4.21041777852296,9.28523923194405,5.60585209870697,7.74623359259538,8.53814767751215,6.14957754184998,4.98990359443314,6.27378465276696,5.2837516040614,9.20969393188781,"Cancer"
"TCGA.CD.8536.01",5.83469316856385,8.34058945380496,8.89254853887892,10.864139724297,6.2982445475749,8.26394651364306,7.06399947356114,10.384269071353,6.08928768772643,3.20530038170191,9.22248398125174,5.48967036656406,8.83087210554704,9.56746371298141,5.01996045050764,6.39237479322769,6.30406846509852,4.85022986127954,9.4796349846259,"Cancer"
"TCGA.CD.A486.01",6.53059280454679,8.35222662025856,8.57002222430815,10.3263699340292,5.9154549396452,9.10979015995084,7.02794177893949,10.0755947800018,7.35391098175436,3.67838122626814,7.29167826396756,5.73181892024586,7.89631305192778,9.02890853341492,6.39695326782193,6.38694257833445,6.18292939386276,5.24684079928328,11.6763083528194,"Cancer"
"TCGA.CD.A487.01",5.51826980656644,9.00952558170429,8.63590537151469,10.9269596042357,5.56934497358544,9.63041902677171,6.99792785821234,10.016693305711,7.26844042192899,5.93495413609382,8.18327514240827,5.88011286081782,6.93328953810775,8.43159451081874,5.02415209137652,6.91111304351151,7.30773554715932,4.99983983526656,10.5732606351399,"Cancer"
"TCGA.CD.A489.01",5.50943128723293,9.40123022026386,8.53336507024295,10.1961254824306,5.72442620263746,8.38349244467744,8.34437017189691,8.06210355016627,6.6426265567097,8.97739588339369,8.63127268419037,6.12295735718606,6.73462091286006,8.23995960678096,5.37778090782254,7.82585464819303,7.37822781354927,5.43365579459861,10.4973653360043,"Cancer"
"TCGA.CD.A48A.01",6.24349912944612,8.87504855306672,8.52762306064274,10.7450130679232,5.66939869122218,9.58233880454789,6.47117923422906,9.54386619228212,6.96131713339403,5.6344064273651,6.75630457582682,5.87822752307645,7.84310677744819,8.68390449126146,5.69183826784875,7.25285751702698,5.4209815896655,5.29813500373186,11.41693239303,"Cancer"
"TCGA.CD.A48C.01",5.76033549996323,8.44407352551004,8.53198873315115,11.3278610719335,5.51765569348609,9.43009543234237,7.48547254081079,10.3524556744525,6.85909576469078,3.67789308069282,8.7452874932113,5.78900563714159,7.81163375628783,8.72115226425909,5.47868872245899,5.91756166100438,7.1491470293158,5.2157285212121,11.072899293099,"Cancer"
"TCGA.CD.A4MG.01",5.7258746168691,8.4038612967758,8.86652998518215,10.996794023579,6.01872935122602,8.29052685981689,7.46456296217279,9.6382475436826,6.51580656936211,3.77280944772344,8.8867644925026,5.8225311333713,7.84997947106068,8.44860293837812,6.27363029761921,6.28619055958449,6.50256460571835,5.11336971305165,8.30308900600354,"Cancer"
"TCGA.CD.A4MH.01",6.64271955706001,8.21695156766641,8.61182919165851,10.8790884179134,5.65090872401485,9.17797001407088,7.79015828933479,10.5975283845855,6.8970510279228,3.56670248097485,8.96528870210122,5.69461908465101,8.14642028888348,6.17016172229952,6.01361653702499,6.43081045794317,6.29520319628347,5.1883040942139,10.5569446447848,"Cancer"
"TCGA.CD.A4MI.01",5.77248460271638,9.34293225206496,8.6183241972634,9.37809140291423,5.97089205222069,8.33277794780524,8.44381761032266,8.95252704244279,6.6911641889815,6.57295931719272,8.91632890671959,6.12974441180406,7.96480763149501,8.38216067638441,5.41839169611111,7.5948642185382,7.20316349451977,5.1492182856848,12.6601113463405,"Cancer"
"TCGA.CD.A4MJ.01",5.65160755062173,8.92772115137691,8.78206318372726,10.7065074746696,5.50001787452519,8.50467401906636,7.09356446948363,9.85525754658622,6.62525895009056,3.44385822387396,9.16517381645593,5.78527500480266,8.2681320523676,9.19852949481344,4.99572151267245,7.06811897208284,6.39303606365298,5.0540281119729,11.4529429235011,"Cancer"
"TCGA.CG.4437.01",5.88415998729243,8.41289954161382,8.59560535712876,10.8019162150696,5.70107243807771,8.72772097324439,6.81876705661961,10.1301845797344,6.72532216528696,4.17958422259247,9.04847578464116,5.94833316371597,8.15088492684004,10.3325351064894,6.28743235924614,6.69997587512963,6.99212578703578,4.75258237420382,12.1332196771782,"Cancer"
"TCGA.CG.4441.01",5.92354645982387,8.28468635927649,8.90585325357508,10.1201194911564,5.93691184414268,8.80188058295876,7.65964900711366,9.74342420254965,6.90508005702138,3.36824820691886,8.98022710328475,5.69990106556729,7.01761759518384,9.12774681018317,5.31555461781256,7.75861192635922,6.14465190231853,5.22246752880134,10.886317810772,"Cancer"
"TCGA.CG.5717.01",6.00017860784094,8.23442027768258,8.70457763310068,9.01713160875192,5.42134575328713,8.28404725188618,6.77103078929803,8.81792199673813,6.43552523384348,5.78579631364754,7.98874275350709,5.99895362524003,6.08453850700963,7.56263508064714,5.32742854417969,9.05126917395947,7.17550332278428,5.26890809717848,9.53190479101081,"Cancer"
"TCGA.CG.5718.01",6.64748343285759,8.82111742045481,8.73729511114514,10.7241446112848,5.56362442697495,8.7432696649967,6.76148237495896,9.34361244982131,6.94897101763823,3.58748123113081,8.38162134048682,5.8086932934303,6.4379796954995,8.25549076503052,5.62602965361603,5.60856765731212,5.22803986825584,5.13797751595993,12.0927015225356,"Cancer"
"TCGA.CG.5719.01",6.01811069579139,8.89923147279749,8.59470252086843,9.69016962488244,5.64657316723215,8.63404750014248,7.68886511374356,9.23683040102738,7.03338512428186,5.36953622703451,8.02564747865639,6.10695218122977,7.23971720327877,9.2632478732716,5.37643754310337,6.46007085169603,7.24257427099302,5.05434786208249,11.7972605717286,"Cancer"
"TCGA.CG.5720.01",5.8587266796751,8.40371826675858,8.94655108318563,9.60887575521754,5.95569580264709,8.52404528999928,7.23107014653044,9.5703008472716,6.97845878100405,4.35927870297076,9.00356471527574,5.98605289862751,7.49793346852585,9.10169068560705,5.01185563591931,6.31300550509705,6.87585915737201,4.87360570205233,10.0913348299495,"Cancer"
"TCGA.CG.5721.01",5.56042143734163,8.80889696511871,8.79574865433673,9.92717523794921,5.55586843326415,7.8435206479926,6.65879275169774,9.58907771489722,6.51666494184329,3.70695466530412,9.05146451409687,6.10126153077999,8.34980143361962,7.93169565142697,5.35637410900253,5.37358379998453,5.86720421366673,5.1127328150746,13.242249351227,"Cancer"
"TCGA.CG.5722.01",5.52052539304258,8.12360254904629,8.53042805183096,10.201597004571,5.93619980035505,8.71731284409272,7.02732655818835,9.78084240888078,6.91383540876026,4.412126316953,8.55467400003585,6.43066931723045,8.05238192228925,9.90425104549541,5.1409614325704,6.76797549509947,6.83754260931376,4.99560923253305,12.0344572519649,"Cancer"
"TCGA.CG.5723.01",6.28520747215905,8.46615509272591,8.8413959649637,11.2439630280315,5.72220780401534,8.2017088313618,6.74245238094524,10.4025110184234,6.55242017120289,4.45420118084531,9.00026603619436,5.96948924863451,7.1503518113095,9.00972424541632,5.80652532960359,5.22544993618473,8.25460998779993,5.0203146203248,12.1562245532807,"Cancer"
"TCGA.CG.5724.01",5.95161616837178,8.86849917472509,8.49845528208824,10.9812753302763,5.79044336791634,9.10317724676616,6.80820226025455,10.2677643005707,6.64526535687153,3.09723472722656,8.49553305799044,6.02196382165238,9.16050821015637,9.67839380414159,5.64010089162091,6.22127601566677,8.79179254796771,5.06735621902944,11.9926113936287,"Cancer"
