"","ABCB6","ACTN1","ATP5F1A","CKS1B","COX18","DDX27","GASK1B","GMNN","KNOP1","MAMDC2","ME2","MOB3A","NFE2L3","PLPP2","RELL2","SLC24A3","SRPX","ST7L","UBD"
"TCGA.BR.7715.01",6.27993347324151,8.81965768490127,8.62726949068162,10.2051471063983,6.10573480285143,8.92695667523748,7.81154132469471,9.60751566461357,6.70988555828487,5.47682654534391,9.13441414047021,5.94990800830273,7.3689818414863,9.53005357704694,5.67100202508527,7.11705030033471,7.60583498702917,5.02648092580505,9.77489666881385
"TCGA.BR.7716.01",5.81775180829846,8.40328935480948,8.50289419635955,9.16053137985468,5.65611681673687,9.79823951980408,8.61276067896751,9.23923862070868,6.66277019839818,4.67409455025054,9.24813861066965,6.04648113405453,7.64272952501862,7.96007045540663,5.59004166240125,7.70631469545553,6.92477998549903,5.05167912578952,11.9209240243902
"TCGA.BR.7717.01",6.58597539306167,8.91728058194874,8.75097215117972,10.0367709999232,5.39428887964254,9.15543944439445,7.39591426527343,9.55510213929097,6.90909722217417,6.31543550858734,9.29813662738345,5.84898390348275,6.75485965345263,9.00959810081052,5.65268809355837,6.53462540611553,8.86446028343586,4.96702786344,8.5735555993443
"TCGA.BR.7722.01",5.38542313068138,8.25410580832304,8.47739437588234,9.09517148531734,5.7593709931226,8.9414418139581,6.74049706777046,9.23974783631008,6.91868464590338,6.29121200221267,7.44208795068559,6.00094983774344,6.61295153013545,9.16854131155571,5.20900516754059,7.28030310814586,6.44635182710565,5.33809956536734,11.7721231665063
"TCGA.BR.7723.01",5.69562564241723,8.2168642534995,8.40435849755908,10.6629665752648,5.35427710695948,8.94798960695552,6.98433065679174,10.0791948252143,6.8976612550789,3.98675327419387,7.89950043087148,5.6707279595575,8.19716669908256,7.03325772216069,5.35426460992443,5.45520431329371,7.25388185992712,4.78682509858704,9.92581533735626
"TCGA.BR.7851.01",5.83219450593183,8.59761318291887,8.81606434247648,9.61928174411047,6.14860194705285,7.67646834610242,7.20533417067219,9.52933017675989,6.21400463431277,4.77289822731459,9.57014998049631,5.98522619143077,6.93120898398573,8.08709853081311,5.11398521078234,6.46803392777862,7.39001580430579,5.18510050425229,8.38009570345192
"TCGA.BR.7901.01",5.85167224870194,9.13080524076203,8.41329778532626,10.714516523909,5.79375737373348,8.70876247837169,7.99479006611181,9.56840955581375,6.51125187773294,7.30080503591483,8.50370118049153,5.88374095854298,8.38578730193977,8.55371816908704,5.4013533673897,6.99464121701473,8.92691433124753,4.87330726359771,11.0216882916536
"TCGA.BR.7957.01",5.59865734252931,9.41265329660027,8.6433709922937,8.95174777292625,5.68168805738669,8.43737877510525,8.73032047698289,8.99686088404962,6.42505402305869,9.38120869647071,8.92139464851054,5.92120204464844,6.70961987525293,7.28104166241775,5.05232782374489,8.38227406569987,10.338844323386,5.5651502742889,9.4777683916282
"TCGA.BR.7958.01",5.43929571450899,8.3346040397159,8.50609536375063,10.1911584010052,5.7821663478733,8.35168055928573,7.29567228458907,9.16692145175123,6.46857087303785,4.59672512059265,8.85243735454874,6.1244659516895,8.2504417978254,8.52159711170801,5.01193050321158,6.61989986520274,5.91331493113358,5.00004172512918,13.2060974874815
"TCGA.BR.7959.01",5.81223809928099,9.36002368916255,8.44336736245571,9.16454643249134,5.75086807810685,8.55360336827018,8.34316830212862,8.56073852702928,6.12214733506047,8.3945120432404,8.71557285258084,5.88497901405212,7.89599085068641,7.92611703937659,5.81422322713336,8.1310206887445,8.85191473376773,5.34964118075395,11.1566164265019
"TCGA.BR.8058.01",5.80803756345716,8.29882815626193,8.67756655803447,9.35636117768908,5.94005091812671,8.27880059005098,8.21750255874565,8.89194837744502,6.74565138206133,5.80923345077469,9.52446336987415,6.2488071735545,7.75023992496848,8.27219656240035,5.54571616310136,8.24328642376263,6.73734837892193,5.40912003379329,11.5510994315253
"TCGA.BR.8059.01",6.00921022465405,9.33879379741925,8.52921233159753,9.21014462040618,6.36642271963542,8.37417355162409,7.55491277968592,8.68002487038481,6.42403084654701,7.53385401869528,8.98030026263188,5.99465066388299,7.23616821744183,8.49206081958177,5.30271513378215,7.39294895097262,8.87753487037284,5.35418985873061,8.08123589099485
"TCGA.BR.8060.01",6.2598860035852,8.526393267245,8.22603683660155,11.0307280671687,5.95055579509729,8.59045919945075,7.47249330066565,10.0988903114251,6.9006996787905,9.26014179985066,8.8305950566858,6.03901025256494,6.91674228399075,4.87580758492123,5.69686541181747,6.61714499839107,8.80870800440027,5.23256214974082,9.0060701868094
"TCGA.BR.8077.01",6.05717498879522,8.09828256410622,8.6138650843773,10.7202074878064,5.79198710623066,9.48434159328416,8.70662603716291,10.0313706752396,7.46219161171485,3.6770277027867,8.78540595054656,5.90905507739993,8.56352535895831,8.29003294117415,5.26396823054394,6.04071230564378,5.97433122294351,5.28466858663851,12.9432808083144
"TCGA.BR.8078.01",5.10833997437764,8.32379466137798,8.71221271846379,9.7916186863824,5.89203408090331,7.99857831280486,7.37761952294445,9.69202570129164,6.35188172364368,3.6770277027867,9.13376950305316,5.95198863131805,8.22032541418459,8.79291926540556,4.9321569219481,5.94600603627227,6.39940130103646,4.87514754820824,11.8178782132746
"TCGA.BR.8080.01",5.68381985668834,9.32238615474689,8.48444722250192,9.57910432541379,5.80372102732318,8.32582247318486,8.21166845506338,8.88666921898183,6.51722308042582,7.88477391481796,8.61959113486507,6.09833803676015,6.22811976355977,7.61354091407318,5.68604991414039,8.48338088895673,8.80755879480805,5.37282262018951,9.57503219819141
"TCGA.BR.8081.01",5.65592462218074,8.30875719442659,8.84791024753837,10.3902740313542,5.97214034963807,8.03182179254448,7.44724087444847,9.55784835750151,5.997924852029,4.18221326893237,9.42462137822842,6.10624831517409,7.21427972372744,7.78434074399972,5.17913814087303,6.67558082140475,9.00658606556506,5.23988387579679,12.6919598227728
"TCGA.BR.8284.01",5.98921653404315,8.74612387491138,8.89707481887893,10.1611091673643,6.1771397361386,8.16743755626472,7.89130039086484,9.49000206644584,6.63450631906077,6.23810074726363,9.63351980495045,6.08766149816954,7.92832159772625,8.70381164092755,5.27206978298237,7.52217419939798,6.78732768738403,5.37631972351178,10.2601348904296
"TCGA.BR.8286.01",6.08443647887351,8.21144042293144,8.51718055308099,10.8733441635672,5.92570081732977,8.31545746903832,7.48369118667283,10.7484764648661,6.63281007615621,4.91635104722607,8.92373360270764,5.72815499517594,8.72762965000723,8.04300841112609,5.16968955745623,6.42223580580503,6.88528806891965,5.53397167173126,11.9057898454333
"TCGA.BR.8289.01",6.49755492003356,8.86584222416639,8.20438426053024,10.8404710436198,5.71556943847387,9.120345377361,7.27001951001318,9.31460992622657,7.39610048749081,6.30116536942227,8.93465996016308,5.9932492800149,5.44460090612563,8.29831568138495,5.35280229754475,6.97630691149177,9.13545639151977,5.22830404409814,6.10100324856227
"TCGA.BR.8291.01",5.80899000156522,8.31090924360174,8.42576104729242,9.08634830377461,5.7075920658042,8.30010135947914,9.42372653272351,8.81195342979168,6.28549505096389,8.4026687629609,8.71163614871614,5.98662794241989,7.75559421259995,7.71104976548645,5.57328614244913,8.71034935576724,10.5813817454844,5.93814674444992,11.2888243211392
"TCGA.BR.8295.01",6.28814865314603,8.13135658922825,9.40473552657274,11.6798129030546,5.59668712764998,9.23701111562087,6.46822682032288,11.1911686725408,7.2831881593588,3.45575470940534,9.92343360241866,5.62087121365535,8.89293750038049,5.20630807904834,5.29499491785874,5.74451119462497,6.40101078376174,5.19426984948772,8.44599014099968
"TCGA.BR.8296.01",6.16533789656749,8.38992337341883,8.59320908103014,10.37282548059,5.80246435127963,8.80716879226996,7.45120755136935,9.18320607704038,6.49376758696617,4.50467383358134,9.09608214724171,6.21955162271336,7.79588315211129,8.74853072397761,5.70894387629213,7.17608717226488,6.80130094614938,5.36246562081882,11.608566090001
"TCGA.BR.8297.01",5.74602490948647,9.81107023652357,8.43178584293206,9.94736547239446,5.72580709181966,8.25131505377806,8.07600092321551,9.06074384708598,6.1346745124511,10.1317336333849,9.25108035887942,6.21706621710965,6.76077841689585,7.43403887661495,5.10705678346881,7.35011838411095,9.4158177459485,5.50122468445518,10.0016554073759
"TCGA.BR.8361.01",6.29733321312313,7.86039462229391,8.98414655888024,10.4998908234523,5.90521652638696,7.97853132772934,6.65373653968279,9.18638019948481,6.11653939292127,3.52691770910213,9.4930608252936,5.71159530696203,8.50660379236737,8.43109008533342,5.97315789909652,5.81402854602234,5.70397637456229,5.25754082170207,11.8918099894415
"TCGA.BR.8362.01",5.66426765622148,9.04424536651634,8.83249839925416,9.41071494990568,5.77083836513065,8.03989230179894,8.53356182282219,8.95014121392998,6.41321438200256,7.00447651487314,9.53158869418308,5.88557147453726,9.63442413521738,8.12375586259862,5.74342534675514,6.44497146635072,9.1850929831608,5.45947840670881,10.9226210719469
"TCGA.BR.8363.01",5.97873667079678,8.49251247043156,8.82304926648153,10.5266319585064,6.00842813911501,8.21005008068948,7.34855387690659,9.98908121643034,5.97567987451944,5.52546543000676,9.13376950305316,6.23183964083908,8.04021107536722,6.3928781793067,5.15433865947126,6.25867726824084,6.6162923266322,5.15429289261418,11.9365446293767
"TCGA.BR.8364.01",5.56643600160563,9.57977677913925,8.19430741109968,8.6413647738462,5.69998623413346,8.09185748502862,9.45910790228308,8.33847768690687,6.20388259613955,9.63182116139596,8.36666494843126,6.22980535850496,6.66623306185392,7.24905442416632,5.25599860674863,7.66216028388017,10.2490013568215,5.6459911115554,10.9478422484223
"TCGA.BR.8365.01",5.63397479524168,9.7164322121663,8.56212512974615,9.07845445256003,5.80277806790406,7.87636009529572,8.54840988830388,8.44728489027317,5.94963040796316,10.6017138502175,8.86246309068287,6.26945030974952,5.04083728426177,7.2379774620557,5.20543689431712,7.47253086142803,10.1273200397387,5.59596159617819,10.0134830687463
"TCGA.BR.8366.01",5.26877215435378,9.15562391314291,8.37281706036751,10.0080479639124,5.83675016648729,8.14635026324149,7.65746225267911,9.11744409971635,6.3442583546523,4.77713850945985,8.930302031926,6.24384218188272,8.50138712476981,8.55601231199419,5.18380500396541,7.62542122802124,7.56199452479009,5.25441523570853,12.7113116129398
"TCGA.BR.8367.01",5.80393628520188,9.18914475016107,8.67820988521505,8.94118826989372,6.04005447624707,8.14912191301175,8.14747363006419,8.70583591696324,6.6424800905455,9.65571508104799,9.43234632616413,5.91327965836488,6.16459211865553,7.94438409623669,5.11153689637796,6.86148972303078,9.12445904719094,5.68048104572866,7.532547148732
"TCGA.BR.8368.01",5.78406469406899,8.00487652917496,8.9626877508769,10.2845452127382,6.18713308039282,8.42923961234182,6.81018591366215,9.66269561861155,6.5837826645944,3.63245382599474,9.12802955426894,6.06969173934674,7.29320086645985,9.18089471904944,5.08246461728678,5.37572049671409,6.35117674693152,5.26539369556556,9.55618470043724
"TCGA.BR.8369.01",5.79179731021273,9.54849777132519,8.42346769883688,9.78412069867525,5.82194098244558,8.92048295080243,7.4443647883245,8.82504865131203,7.03905334182748,8.60988446424267,8.96372125745126,5.99212835573945,6.46591055342251,8.62268470689528,5.31772367668979,6.48578415065902,9.79444372049,5.32221759132448,8.35472307413759
"TCGA.BR.8371.01",5.72462436578551,9.84022496865318,8.68988071122436,8.53417664858235,5.79825389495174,8.24299900156073,7.04279071949635,7.33772125391581,6.23315625716162,10.6960008150368,8.68326377344309,6.46103258161976,4.98365170050569,7.0209813899674,5.13705234009712,6.75247685999423,9.7843809840484,5.51424514143356,9.71989084342167
"TCGA.BR.8372.01",5.27626431083647,7.92504287379537,9.35712938815693,11.301969235785,6.26339135860993,7.74010624543863,6.95924652656712,10.3082698130783,6.83909949338025,4.62232768648528,9.78280172482141,5.94691275316884,8.2434691610717,7.82322184784249,5.09993334807619,5.88329483831558,5.80072890298641,5.22408032015136,12.248013610872
"TCGA.BR.8373.01",6.37373385543013,8.44193361296414,8.44320177773814,8.92904786900309,5.37326363211046,8.64736500632773,8.8931722636846,8.88346810217142,6.07344800778344,6.21656325859889,8.97458228971281,5.76992509316509,7.18333372802135,6.88646321767585,5.55601648635402,7.23571895724904,7.25752149367094,5.50562477039568,10.1599528629494
"TCGA.BR.8380.01",5.57503148580516,9.80369734610404,8.75736546167262,8.67006033815884,6.06206064407205,8.06124848580873,8.24686956231089,8.16216395693311,6.23510202515395,10.5429751909585,8.62550096843861,6.17984265998869,6.10668598347465,7.10214252999292,5.13083140590741,7.79173280203781,9.11357479534053,5.41522862247502,8.13890107291156
"TCGA.BR.8381.01",5.23094283977309,8.19639107223679,8.75709008456194,10.6753093116115,6.14947011944319,8.60371981757902,7.51889748873319,9.28635489730772,6.63874350680698,3.85934908819337,9.43960105987768,6.153134023509,8.67557613115729,8.331355579348,5.18591723748956,7.09315443585875,6.87524819454568,5.35081266817182,12.4766275331609
"TCGA.BR.8382.01",5.62456307010161,8.80150655571132,8.78460805459889,10.0153155339099,6.08904790682614,7.8953131396166,7.29059480075755,9.31387473116238,6.27428306636702,4.2189684616737,9.30230329421928,5.88148098315417,7.6839159112244,7.7071686416575,4.9262203805599,6.89417042793072,8.69471517636054,5.25974254349621,12.9156849427902
"TCGA.BR.8384.01",5.54066335148633,9.7949192836549,8.4394758849345,8.4146192047523,5.81714464042237,8.00376101481353,8.55825740829694,7.30896976790634,6.20268341823604,10.6371425559,8.84642792023644,6.27563880151626,6.12185362359429,6.94448998083537,4.92443400813645,7.67759779460656,10.7248916199607,5.64816798580635,9.27492562209999
"TCGA.BR.8483.01",5.95973716495379,8.26013176028349,8.69938683292951,10.3940802962932,5.72410699719927,9.81133327842713,8.28447963985401,9.60859057624496,7.31988951657853,4.33878995867598,7.52046950684044,5.85027634181968,7.69585279614048,9.39357844000767,5.66150084809846,5.8762416239077,6.45228798856478,5.31368063708811,9.95639771261428
"TCGA.BR.8484.01",5.56429290188519,8.11857104644512,8.9472686062654,9.6422745247785,5.75331868630671,8.84184338295613,7.67082085445107,9.44010567066893,6.86945111355956,4.33059678473191,9.55267666156201,5.84524299459594,8.27724361355657,8.80579431765811,5.31359182706851,7.13443167258772,6.47051747703934,5.31088124558329,12.0456027239129
"TCGA.BR.8485.01",6.11759386191585,8.33309032891492,8.81606434247648,10.2581809433138,5.91533255230101,9.55032778319884,8.01981726777609,9.27846291953702,6.91106771398161,5.88471356616326,9.30579337276479,5.79894797776037,7.51291556904422,6.6344121982296,5.65138055230307,7.04614019309609,7.77938237118843,5.34479063125397,10.1186170659637
"TCGA.BR.8486.01",5.99834118117408,8.49692695201893,8.51644232710705,10.2225840389863,5.69423034329756,8.18450753172399,7.66864751393865,9.07624228725203,6.94728716794297,4.64384311360199,9.06273752729297,5.85472100780107,6.52445745777992,7.42693320890639,5.56493149543866,6.74999431188583,6.42523429808608,5.21927359829467,9.62706418056204
"TCGA.BR.8487.01",5.91284452664166,8.13544544499984,8.86430219917137,10.8991684493412,6.17538598027823,7.77561025705453,7.19489944964894,9.49424000683701,5.85832337540162,3.18533493754885,9.47018997446572,5.79363378667492,9.17084630715522,7.70981681023012,5.19027068975493,5.78101973985663,6.358156527331,4.99154596053088,11.2096938104464
"TCGA.BR.8588.01",5.85708858588235,8.79089619217721,8.76219475463067,10.5513113639496,6.01354918027917,8.09139600038172,7.63217095054068,9.22172442463087,6.50089716305054,7.46535940623182,9.22257901220214,5.94714509053125,6.97362739072821,8.64216425713413,5.1479003193589,6.4729543048865,8.90271024382961,5.21988733308389,9.76080561881137
"TCGA.BR.8589.01",5.74690993040467,7.78150737029654,8.45241258496421,10.6567346964198,5.97403920256564,8.94555137879781,6.94980862311577,9.47359607093052,6.57835158656788,3.45575470940534,9.00425273125953,5.91661895183325,8.39226341059923,8.83058990071836,5.21479610297126,5.05853401552517,4.73165449726453,5.01811089768951,12.8035411330718
"TCGA.BR.8590.01",5.80592356286394,9.28693271849632,8.62195812140144,9.32731506367629,5.87140827803986,8.89303490845138,8.54035690515356,8.80666376211768,6.56007096910974,8.82897015903838,9.18344225926473,5.99913702944801,7.1068497885884,7.11664535010343,5.41909514070678,7.79807575404407,8.64033105728856,5.23472826069195,10.0473610323099
"TCGA.BR.8591.01",5.73745443161414,8.36379755361914,8.83005770669314,9.95101557270443,5.9958383399858,7.77473736655476,7.30983077467938,9.42784323216335,6.45680369482513,4.66147386349011,9.24647476012406,5.77308692389979,7.69837572992224,8.82622257600639,5.31295361496373,6.2126768789974,6.71592442379974,5.04695356287857,11.3988482822349
"TCGA.BR.8592.01",5.61632163385695,9.78658631890895,8.57593071646872,8.54544972609967,5.82467229224127,8.06291829468623,8.54534101923747,7.44374414567755,6.21016471496699,10.3605369137267,8.90491168104578,6.26673929592129,5.69049984393293,7.05482639983255,5.16535783617678,7.80477694552238,10.183776068,5.63702939791129,7.44275121633392
"TCGA.BR.8676.01",6.51597525202372,7.94017329549921,8.90877029644975,10.0496395594546,6.19076320765767,8.93083273061254,6.38294643734414,10.3228141401907,7.4200980895211,3.45575470940534,9.51682545963192,5.82856072981843,6.7247607913747,7.93025939825475,4.69584225098583,4.66207648425421,5.0030125104769,4.77480177996609,10.6945671587736
"TCGA.BR.8677.01",5.74950578513531,8.30473192630938,8.20542062832786,9.85678669907289,5.90252373805763,8.8222151111792,7.8473202232295,9.28110078712943,6.24150555474369,6.8510088689559,8.39210489711801,5.93008996305531,8.5047926366067,7.86325674914199,5.29077722083125,6.45897136575509,10.1497995699003,5.26886225398073,13.2062796598128
"TCGA.BR.8678.01",5.72117379606011,8.34171836181267,8.65778037794382,10.4575343592404,5.83560037174781,8.5401178160611,7.42304657419661,10.3181967666798,7.04662197238173,9.22494545602192,8.7260677114503,5.76317484291475,6.79377640358119,8.63131516726782,5.54398332903221,5.61602559556902,5.64719810799903,5.73720202131071,11.6798957333425
"TCGA.BR.8679.01",5.89342105022228,8.61147165666769,8.57792469191723,10.1611091673643,5.526861899815,9.26564883175164,8.14640129617776,9.80636785957978,6.52809788481729,6.04541832473864,8.96507336095396,5.72735134302765,8.00094780284237,8.75107483057192,5.63832796316554,7.12666745152986,7.04814356130939,5.33988953686303,11.58506298327
"TCGA.BR.8680.01",5.74513567901168,8.3684915416492,8.78322542830003,10.8240194023209,5.91760248321297,8.3661315908291,6.9154350116344,9.25024855334534,6.9440914678452,3.18533493754885,8.46284920454437,5.77195770245673,8.81438194316392,8.56220153485116,5.65914937727675,5.56637207853263,6.12510320697873,5.20353387681775,6.18874271644228
"TCGA.BR.8682.01",5.88582611233048,9.18365290989429,8.50792796374821,8.53011609186913,5.80652685579425,8.52816787141522,7.79237446804863,7.28588213062834,6.40279932319323,9.73744701153769,9.09776220792562,5.97612016912315,6.37890907320002,7.3887530026849,5.41760460414521,6.653081442687,9.80738126335131,5.47895085493582,10.7110564567099
"TCGA.BR.8683.01",5.60692677425702,8.99167853143544,8.36536108371331,9.3618157311608,5.58128771765428,9.04645168125153,8.66650739182465,8.77656282105058,6.2995056704436,6.99382552392991,8.07141996956739,5.90554002815284,7.55561015052534,7.22573314937751,5.67965369502958,6.89002416754825,7.28832936574945,5.39289579838531,9.53784551218967
"TCGA.BR.8686.01",5.4281269911706,8.33506558565782,8.11127711453611,9.32257510279031,5.66749949796579,8.5995331294416,8.00875173864781,9.06374827794937,6.57951573281771,9.17862539458696,8.24127466906379,5.96388947155328,6.82732762735823,5.56803706657469,5.27890330701067,6.20127369670436,8.97024906315303,5.41664548551369,11.7968484248274
"TCGA.BR.8687.01",5.82094474925601,8.21420382038731,8.75158616021823,9.35902236945163,6.05082166954591,8.46449542189209,7.08436565254871,9.15646980362027,6.89447953384993,5.57489970791307,9.38354689852189,5.68445872474627,7.39894222525677,8.27307489043982,5.26278923822993,6.64061085691989,7.12076457467266,5.03738660045841,8.41318014534933
"TCGA.BR.8690.01",5.6367607945982,8.72483395410483,8.17778780736178,10.1546994053206,5.75498470654854,9.75377237650078,7.20568417716087,9.42293101653787,7.83283341157021,5.4013860584337,8.83778854458202,5.84871456691874,8.21173961202246,7.514760495412,5.28014141843768,6.68162564679995,7.63075389412104,4.82125446589607,13.3348722008372
"TCGA.BR.A44T.01",5.5673955367757,9.63487606195262,8.53940779008183,9.05234107740307,5.80511922037882,8.32966890924922,7.36180623722804,8.17662781473583,6.71257595141073,9.58043636468641,8.87325579200896,6.65288419884369,6.3285379729994,7.32255314185026,5.55064601909194,5.71989793127428,9.28209784911569,5.37139621202062,10.7596650996026
"TCGA.BR.A44U.01",6.13151179622664,8.69408761289732,8.02790447567006,10.4102499460313,5.91791517657788,8.6426431423667,7.48475447377158,9.23923862070868,6.97140019912914,3.71498326693774,8.47185506579541,5.86245383126766,9.07184341194144,9.07518452268789,5.35665686401594,6.50510676294573,6.76013146749351,5.10249437830153,11.4320855590949
"TCGA.BR.A452.01",6.17954723969973,8.41561869896377,8.45861270050799,11.7739135100754,5.60180783809111,9.26836893868804,6.4766074129814,10.239305476787,7.33754764676944,8.1812648399068,7.52488478323482,5.84953798422548,7.85888712122495,8.55492276086444,5.81132732272807,6.21843441166255,5.51606967864478,5.24608899342058,10.7819785421675
"TCGA.BR.A453.01",5.68437493824445,10.1323253702624,8.80283083087472,8.97648617144277,5.76170967628182,7.87347088597497,7.7993758381193,8.67105039751057,5.96386452509677,10.1993934953148,9.01475651121704,6.36944521042651,4.80476186474219,6.19863233219428,5.11153689637796,6.98568963898517,11.6234729206713,5.43075825552306,7.78020202246644
"TCGA.BR.A4CR.01",5.44652047483585,8.23912974908474,8.67690018677181,9.49866782924114,5.30147267842197,8.31038015373756,6.611136096225,10.5666281740225,6.2438676865045,3.63245382599474,9.132476928605,5.84152158721109,6.45774829001466,6.32344139776726,5.248301013882,6.24352605970275,5.64293508396908,5.6306063694809,7.54887343933447
"TCGA.BR.A4CS.01",6.35999807500558,8.14153139036991,9.50276924451131,9.67143244986129,5.93750636967339,9.2288320495952,9.08643849345901,9.6745795942822,6.74867173756546,4.02341054748216,7.89352160984363,5.50903804042393,4.66488626898824,8.95921757248574,5.66473936207511,6.3221306936845,7.7430131325551,5.04757404911493,8.1549605778941
"TCGA.BR.A4IU.01",5.63487350449063,9.77932221837882,8.57662960178401,9.1054807746223,5.76909227600773,8.1813561828364,8.19787288571149,7.76437311281644,6.45013527316469,10.0395875477371,8.94003439454551,6.32550905291793,6.20869503965951,7.73548673318933,5.16234447219237,7.85750240589127,10.3621794007562,5.69223080240943,9.0183486835801
"TCGA.BR.A4IV.01",5.6768644428759,9.93641923082339,8.64467505413564,8.09817992555802,5.75204777355971,8.03840469638209,8.80325322053102,7.90163823706976,6.28079848600795,10.3289404012289,8.8248991353596,6.23225523066004,5.65710678854831,6.34827756506107,5.23134525487729,7.76692144443273,10.2951421539255,5.60782501337869,9.83075618591769
"TCGA.BR.A4IY.01",5.57723814244329,9.42801377773797,8.22078297924142,10.4201222870786,5.80213112921534,8.76723061288514,7.93383205773959,9.36188578411903,6.24562907753043,4.05152063122288,8.27873117107183,5.98316721520444,6.56093879725899,7.36154832976156,5.57528361097708,6.67204517296554,9.08900538238948,4.90725052057059,11.0039867106449
"TCGA.BR.A4IZ.01",5.89833111198502,8.72090797508966,8.59849434101451,8.65678315288078,5.77662466671701,7.88482454527463,9.28070231285267,8.84726584417036,6.23510202515395,10.2512551110351,8.45833805710347,6.25734693906794,6.54315584664559,6.92834995378248,5.12448769284297,7.1923134168268,11.5553755449288,5.64678768063634,10.6286828662765
"TCGA.BR.A4J1.01",6.01879525179694,7.93969292195668,9.16192795076372,11.4257529663536,5.65544928253821,9.55181124860325,7.24738278769742,10.3141738740527,7.21937536278219,4.76428727237419,9.61603609736742,5.65168610577225,8.2583369602389,5.14255027656827,5.84889404624742,5.99560551721566,6.91243738693619,5.09641559055427,10.3441503497832
"TCGA.BR.A4J2.01",5.86811549459875,9.30863810595376,8.53328468034499,9.22530681482262,5.75283473112893,8.28325429612309,8.25270434204226,8.99889595485804,6.33924151544199,8.57140392263873,8.78842138494629,6.3890227189132,6.41208327976526,7.86556179478957,5.4701843108057,7.24606363747615,9.86828733944877,5.48398427306313,9.49956149270191
"TCGA.BR.A4J4.01",5.29372916613652,9.05239152783037,8.6251902951187,9.13119474928784,5.85284777886556,8.33561067895599,7.05099867826037,9.68294742657201,6.59104135632375,4.21064160285138,9.28652995325516,5.86972410578292,7.28514980906507,7.64626707825938,4.749347673269,6.0214296432676,5.907578686309,5.06378276426197,11.769141312753
"TCGA.BR.A4J5.01",5.77636584359946,9.62768451654704,8.63865644917179,9.52523232763794,5.85748853172195,8.20612329167632,8.20073384511112,8.79199872162827,6.91640299421773,8.38508633337991,8.50030825232013,6.15060201657697,5.69597435107462,7.66840460668177,5.47011340502138,8.68791604702692,8.86644995446168,5.5513338859504,8.52619483485891
"TCGA.BR.A4J6.01",5.90573368472532,8.00587037978063,8.33973815019353,9.64836583388908,5.73060542455296,8.30656686588974,6.97734714534063,9.36420828317393,6.71287452135164,7.74034877854503,7.8547414486598,5.69604098855343,6.17835084775234,8.08262872032655,5.26396823054394,7.46800571911314,7.47881303396884,5.32690122507038,7.30819478355002
"TCGA.BR.A4J7.01",5.57103960031877,9.62947400452108,8.51499606346013,8.96970690172934,5.78616609922476,8.21601485519735,8.19233788249644,8.43147148232658,6.74436196755641,9.61156990274432,8.34136913781424,6.28423361165939,8.37183667067374,7.36541276024422,5.14394682217512,8.14246611331475,9.24152259155765,5.48583199154753,11.800590051193
"TCGA.BR.A4J8.01",5.58928127366616,8.90496631892535,8.29486297856954,10.1222142822877,5.49932116566158,9.2878421972466,8.0589380212944,10.4662974748625,7.24718846864328,8.65216323699679,8.26227443079381,5.90820959096759,8.26278723572297,9.40713926572307,5.70037813100476,6.9033344530848,9.04468494644047,5.3993700704731,12.8695398409938
"TCGA.BR.A4J9.01",5.532192914755,10.2893642125636,8.67023014455164,8.63847727382107,5.69634225140342,8.0852901073131,8.44664416760751,7.29213265495595,6.21395151714386,10.3743697528464,9.0401619174184,6.33836578948172,6.03616948982546,7.20896579020922,5.06149285647509,7.07195588890682,9.82746828170517,5.40349596888814,10.1773207870719
"TCGA.BR.A4PD.01",6.11988289512911,8.08075161252979,8.64888784821117,9.96062045624446,5.69069919953466,9.51286106595367,6.92009997666638,9.76817423046633,7.0538740853026,5.49587931115727,9.1934047942407,5.8201673649627,8.59186664925478,8.45799296257415,5.61225025503474,6.51463646182297,5.96566415147443,4.83966403666507,11.7361237045801
"TCGA.BR.A4PE.01",6.17124959398771,8.59852578877106,8.59483561566345,10.8115805088393,5.92991830806335,8.55081379575378,7.91195066482712,10.3817988095675,6.67195913788526,3.18533493754885,8.96645855990781,5.94691275316884,8.377732876887,8.87572332035327,5.57775390800446,6.11404019158256,6.35675231009171,4.90593457043105,12.5555726829285
"TCGA.BR.A4PF.01",5.9823741170377,7.88966069619993,9.32116138790431,10.0399389097816,5.85316647859888,8.48854996293771,7.91902469805504,9.63650365029461,6.56892474936391,3.18533493754885,10.1257527515532,5.60212908370007,7.72817203713384,7.01397937899971,5.80381547115525,6.05187296743726,4.87258225234746,5.19396021874648,12.3258417664877
"TCGA.BR.A4QI.01",5.65207654159749,8.3346040397159,8.13968822472627,9.60585558049444,5.66892920797502,8.80851812426837,8.47673988882165,9.37710978982245,6.10120294613231,4.12816619578534,8.42017243776917,6.09328212065528,8.05669263652598,9.19110644621287,5.24902729464555,6.07537623437341,6.52929907258754,5.3191273281758,12.7788005230751
"TCGA.BR.A4QL.01",5.83394850919224,8.03712838396895,9.04156767306884,9.9271414965152,6.14589645842831,8.28256911057354,6.23683218371412,9.973921788619,7.06106053067928,3.35121409592019,9.35389900654734,5.78249121353115,8.50185026030774,9.06376924480556,4.71416109175722,5.65967890319978,6.33315196266614,5.23576760349647,10.7558104382734
