"","commongenes"
"7827","TBC1D10A"
"7828","TBC1D10B"
"7829","TBC1D10C"
"7830","TBC1D13"
"7831","TBC1D14"
"7832","TBC1D15"
"7833","TBC1D16"
"7834","TBC1D19"
"7835","TBC1D2"
"7836","TBC1D20"
"7837","TBC1D22A"
"7838","TBC1D23"
"7839","TBC1D25"
"7840","TBC1D2B"
"7841","TBC1D31"
"7842","TBC1D32"
"7843","TBC1D4"
"7844","TBC1D5"
"7845","TBC1D7"
"7846","TBC1D9"
"7847","TBC1D9B"
"7848","TBCA"
"7849","TBCB"
"7850","TBCD"
"7851","TBCE"
"7852","TBCK"
"7853","TBK1"
"7854","TBKBP1"
"7855","TBL1X"
"7856","TBL1XR1"
"7857","TBL2"
"7858","TBL3"
"7859","TBP"
"7860","TBPL1"
"7861","TBRG1"
"7862","TBRG4"
"7863","TBX19"
"7864","TBX2"
"7865","TBXAS1"
"7866","TC2N"
"7867","TCAF1"
"7868","TCAIM"
"7869","TCEA1"
"7870","TCEA2"
"7871","TCEA3"
"7872","TCEAL1"
"7873","TCEAL2"
"7874","TCEAL3"
"7875","TCEAL4"
"7876","TCEAL8"
"7877","TCEAL9"
"7878","TCERG1"
"7879","TCF12"
"7880","TCF15"
"7881","TCF19"
"7882","TCF20"
"7883","TCF25"
"7884","TCF3"
"7885","TCF4"
"7886","TCF7"
"7887","TCF7L1"
"7888","TCF7L2"
"7889","TCFL5"
"7890","TCHP"
"7891","TCIM"
"7892","TCN1"
"7893","TCN2"
"7894","TCOF1"
"7895","TCP1"
"7896","TCTA"
"7897","TCTN1"
"7898","TCTN3"
"7899","TDP1"
"7900","TDP2"
"7901","TDRD3"
"7902","TDRD7"
"7903","TEAD1"
"7904","TEAD2"
"7905","TEAD3"
"7906","TEAD4"
"7907","TECPR1"
"7908","TECPR2"
"7909","TECR"
"7910","TEDC1"
"7911","TEDC2"
"7912","TEFM"
"7913","TELO2"
"7914","TENT2"
"7915","TENT4A"
"7916","TENT4B"
"7917","TENT5A"
"7918","TENT5B"
"7919","TENT5C"
"7920","TEP1"
"7921","TEPSIN"
"7922","TERF2"
"7923","TERF2IP"
"7924","TES"
"7925","TESC"
"7926","TESK1"
"7927","TESK2"
"7928","TEX2"
"7929","TEX261"
"7930","TEX264"
"7931","TEX30"
"7932","TFAM"
"7933","TFAP4"
"7934","TFB1M"
"7935","TFB2M"
"7936","TFCP2"
"7937","TFCP2L1"
"7938","TFDP1"
"7939","TFE3"
"7940","TFF3"
"7941","TFG"
"7942","TFIP11"
"7943","TFPI"
"7944","TFPT"
"7945","TFRC"
"7946","TGDS"
"7947","TGFA"
"7948","TGFB1I1"
"7949","TGFB3"
"7950","TGFBI"
"7951","TGFBR1"
"7952","TGFBR2"
"7953","TGFBR3"
"7954","TGFBRAP1"
"7955","TGIF1"
"7956","TGIF2"
"7957","TGM1"
"7958","TGM2"
"7959","TGOLN2"
"7960","THAP1"
"7961","THAP11"
"7962","THAP12"
"7963","THAP4"
"7964","THAP5"
"7965","THAP6"
"7966","THAP7"
"7967","THAP8"
"7968","THBD"
"7969","THBS1"
"7970","THBS2"
"7971","THBS3"
"7972","THBS4"
"7973","THEM6"
"7974","THG1L"
"7975","THNSL2"
"7976","THOC1"
"7977","THOC2"
"7978","THOC5"
"7979","THOC6"
"7980","THOC7"
"7981","THOP1"
"7982","THRA"
"7983","THRAP3"
"7984","THTPA"
"7985","THUMPD1"
"7986","THUMPD2"
"7987","THUMPD3"
"7988","THY1"
"7989","THYN1"
"7990","TIAF1"
"7991","TICAM1"
"7992","TICAM2"
"7993","TICRR"
"7994","TIFA"
"7995","TIGAR"
"7996","TIGD1"
"7997","TIGD2"
"7998","TIGD5"
"7999","TIGIT"
"8000","TIMELESS"
"8001","TIMM10"
"8002","TIMM10B"
"8003","TIMM17A"
"8004","TIMM17B"
"8005","TIMM21"
"8006","TIMM22"
"8007","TIMM29"
"8008","TIMM44"
"8009","TIMM8A"
"8010","TIMM8B"
"8011","TIMM9"
"8012","TIMMDC1"
"8013","TIMP1"
"8014","TIMP2"
"8015","TIMP3"
"8016","TINAGL1"
"8017","TIPARP"
"8018","TIPIN"
"8019","TIPRL"
"8020","TIRAP"
"8021","TJAP1"
"8022","TJP1"
"8023","TJP2"
"8024","TJP3"
"8025","TK1"
"8026","TK2"
"8027","TKT"
"8028","TLCD1"
"8029","TLCD3A"
"8030","TLCD4"
"8031","TLCD5"
"8032","TLE1"
"8033","TLE2"
"8034","TLE3"
"8035","TLE5"
"8036","TLK2"
"8037","TLN1"
"8038","TLN2"
"8039","TLNRD1"
"8040","TLR1"
"8041","TLR3"
"8042","TLR4"
"8043","TLR5"
"8044","TLR9"
"8045","TM2D1"
"8046","TM2D3"
"8047","TM4SF1"
"8048","TM4SF20"
"8049","TM7SF2"
"8050","TM7SF3"
"8051","TM9SF1"
"8052","TM9SF2"
"8053","TM9SF3"
"8054","TM9SF4"
"8055","TMA16"
"8056","TMA7"
"8057","TMBIM1"
"8058","TMBIM4"
"8059","TMBIM6"
"8060","TMC4"
"8061","TMC5"
"8062","TMC6"
"8063","TMC8"
"8064","TMCC1"
"8065","TMCO1"
"8066","TMCO3"
"8067","TMCO4"
"8068","TMED1"
"8069","TMED10"
"8070","TMED2"
"8071","TMED3"
"8072","TMED4"
"8073","TMED5"
"8074","TMED7"
"8075","TMED8"
"8076","TMED9"
"8077","TMEFF1"
"8078","TMEM100"
"8079","TMEM101"
"8080","TMEM102"
"8081","TMEM104"
"8082","TMEM106C"
"8083","TMEM109"
"8084","TMEM11"
"8085","TMEM115"
"8086","TMEM119"
"8087","TMEM120A"
"8088","TMEM123"
"8089","TMEM125"
"8090","TMEM126A"
"8091","TMEM126B"
"8092","TMEM127"
"8093","TMEM131L"
"8094","TMEM134"
"8095","TMEM135"
"8096","TMEM138"
"8097","TMEM139"
"8098","TMEM140"
"8099","TMEM141"
"8100","TMEM143"
"8101","TMEM147"
"8102","TMEM14A"
"8103","TMEM14B"
"8104","TMEM14C"
"8105","TMEM150A"
"8106","TMEM154"
"8107","TMEM158"
"8108","TMEM159"
"8109","TMEM160"
"8110","TMEM161A"
"8111","TMEM163"
"8112","TMEM164"
"8113","TMEM165"
"8114","TMEM167A"
"8115","TMEM167B"
"8116","TMEM168"
"8117","TMEM17"
"8118","TMEM170A"
"8119","TMEM171"
"8120","TMEM175"
"8121","TMEM176A"
"8122","TMEM177"
"8123","TMEM179B"
"8124","TMEM183A"
"8125","TMEM184A"
"8126","TMEM184B"
"8127","TMEM185A"
"8128","TMEM186"
"8129","TMEM187"
"8130","TMEM19"
"8131","TMEM198"
"8132","TMEM199"
"8133","TMEM200A"
"8134","TMEM201"
"8135","TMEM203"
"8136","TMEM205"
"8137","TMEM208"
"8138","TMEM209"
"8139","TMEM214"
"8140","TMEM216"
"8141","TMEM219"
"8142","TMEM220"
"8143","TMEM222"
"8144","TMEM223"
"8145","TMEM230"
"8146","TMEM237"
"8147","TMEM241"
"8148","TMEM245"
"8149","TMEM248"
"8150","TMEM25"
"8151","TMEM254"
"8152","TMEM256"
"8153","TMEM258"
"8154","TMEM259"
"8155","TMEM260"
"8156","TMEM263"
"8157","TMEM267"
"8158","TMEM268"
"8159","TMEM30A"
"8160","TMEM30B"
"8161","TMEM37"
"8162","TMEM38A"
"8163","TMEM38B"
"8164","TMEM39A"
"8165","TMEM41A"
"8166","TMEM41B"
"8167","TMEM42"
"8168","TMEM43"
"8169","TMEM44"
"8170","TMEM45B"
"8171","TMEM47"
"8172","TMEM50A"
"8173","TMEM50B"
"8174","TMEM51"
"8175","TMEM53"
"8176","TMEM54"
"8177","TMEM59"
"8178","TMEM60"
"8179","TMEM62"
"8180","TMEM63A"
"8181","TMEM63B"
"8182","TMEM65"
"8183","TMEM68"
"8184","TMEM69"
"8185","TMEM74B"
"8186","TMEM79"
"8187","TMEM86A"
"8188","TMEM87A"
"8189","TMEM87B"
"8190","TMEM88"
"8191","TMEM8B"
"8192","TMEM9"
"8193","TMEM94"
"8194","TMEM97"
"8195","TMEM98"
"8196","TMEM9B"
"8197","TMF1"
"8198","TMLHE"
"8199","TMOD1"
"8200","TMOD3"
"8201","TMPO"
"8202","TMPPE"
"8203","TMPRSS3"
"8204","TMPRSS4"
"8205","TMSB10"
"8206","TMTC1"
"8207","TMTC3"
"8208","TMTC4"
"8209","TMUB1"
"8210","TMUB2"
"8211","TMX1"
"8212","TMX2"
"8213","TMX3"
"8214","TMX4"
"8215","TNC"
"8216","TNFAIP1"
"8217","TNFAIP2"
"8218","TNFAIP3"
"8219","TNFAIP8"
"8220","TNFAIP8L1"
"8221","TNFAIP8L2"
"8222","TNFRSF10B"
"8223","TNFRSF10D"
"8224","TNFRSF11A"
"8225","TNFRSF11B"
"8226","TNFRSF12A"
"8227","TNFRSF13B"
"8228","TNFRSF13C"
"8229","TNFRSF14"
"8230","TNFRSF18"
"8231","TNFRSF1A"
"8232","TNFRSF1B"
"8233","TNFRSF21"
"8234","TNFRSF25"
"8235","TNFRSF4"
"8236","TNFRSF6B"
"8237","TNFSF10"
"8238","TNFSF13"
"8239","TNFSF13B"
"8240","TNFSF15"
"8241","TNFSF8"
"8242","TNFSF9"
"8243","TNIP1"
"8244","TNIP2"
"8245","TNK1"
"8246","TNK2"
"8247","TNKS1BP1"
"8248","TNPO2"
"8249","TNPO3"
"8250","TNRC6A"
"8251","TNS1"
"8252","TNS2"
"8253","TNS3"
"8254","TNS4"
"8255","TOB1"
"8256","TOB2"
"8257","TOE1"
"8258","TOGARAM1"
"8259","TOLLIP"
"8260","TOM1"
"8261","TOM1L1"
"8262","TOM1L2"
"8263","TOMM20"
"8264","TOMM22"
"8265","TOMM34"
"8266","TOMM40"
"8267","TOMM7"
"8268","TOMM70"
"8269","TONSL"
"8270","TOP1MT"
"8271","TOP2A"
"8272","TOP2B"
"8273","TOP3A"
"8274","TOPBP1"
"8275","TOR1A"
"8276","TOR1AIP1"
"8277","TOR1AIP2"
"8278","TOR1B"
"8279","TOR3A"
"8280","TOR4A"
"8281","TOX"
"8282","TP53BP1"
"8283","TP53BP2"
"8284","TP53I11"
"8285","TP53I13"
"8286","TP53I3"
"8287","TP53INP1"
"8288","TP53INP2"
"8289","TP73-AS1"
"8290","TPCN1"
"8291","TPCN2"
"8292","TPD52L1"
"8293","TPD52L2"
"8294","TPGS2"
"8295","TPI1"
"8296","TPK1"
"8297","TPM1"
"8298","TPM2"
"8299","TPM3"
"8300","TPMT"
"8301","TPP1"
"8302","TPP2"
"8303","TPPP"
"8304","TPR"
"8305","TPRA1"
"8306","TPRG1L"
"8307","TPRN"
"8308","TPSAB1"
"8309","TPSG1"
"8310","TPST2"
"8311","TPT1"
"8312","TPX2"
"8313","TRA2A"
"8314","TRA2B"
"8315","TRABD"
"8316","TRADD"
"8317","TRAF2"
"8318","TRAF3"
"8319","TRAF3IP1"
"8320","TRAF3IP2"
"8321","TRAFD1"
"8322","TRAIP"
"8323","TRAK1"
"8324","TRAK2"
"8325","TRAM1"
"8326","TRAM2"
"8327","TRAP1"
"8328","TRAPPC1"
"8329","TRAPPC10"
"8330","TRAPPC11"
"8331","TRAPPC12"
"8332","TRAPPC2"
"8333","TRAPPC2L"
"8334","TRAPPC3"
"8335","TRAPPC4"
"8336","TRAPPC6A"
"8337","TRAPPC6B"
"8338","TRAPPC8"
"8339","TRAPPC9"
"8340","TREM1"
"8341","TREM2"
"8342","TREX1"
"8343","TRIAP1"
"8344","TRIB1"
"8345","TRIB2"
"8346","TRIB3"
"8347","TRIL"
"8348","TRIM11"
"8349","TRIM13"
"8350","TRIM15"
"8351","TRIM16"
"8352","TRIM2"
"8353","TRIM21"
"8354","TRIM22"
"8355","TRIM25"
"8356","TRIM26"
"8357","TRIM27"
"8358","TRIM28"
"8359","TRIM29"
"8360","TRIM32"
"8361","TRIM33"
"8362","TRIM38"
"8363","TRIM4"
"8364","TRIM41"
"8365","TRIM45"
"8366","TRIM47"
"8367","TRIM5"
"8368","TRIM52"
"8369","TRIM56"
"8370","TRIM62"
"8371","TRIM69"
"8372","TRIM7"
"8373","TRIM8"
"8374","TRIO"
"8375","TRIOBP"
"8376","TRIP10"
"8377","TRIP11"
"8378","TRIP12"
"8379","TRIP13"
"8380","TRIP4"
"8381","TRIP6"
"8382","TRIR"
"8383","TRIT1"
"8384","TRMO"
"8385","TRMT1"
"8386","TRMT10A"
"8387","TRMT10C"
"8388","TRMT112"
"8389","TRMT12"
"8390","TRMT13"
"8391","TRMT1L"
"8392","TRMT2A"
"8393","TRMT2B"
"8394","TRMT61A"
"8395","TRMT61B"
"8396","TRMU"
"8397","TRNP1"
"8398","TRNT1"
"8399","TROAP"
"8400","TRPC1"
"8401","TRPC4AP"
"8402","TRPM2"
"8403","TRPM4"
"8404","TRPS1"
"8405","TRPV2"
"8406","TRPV4"
"8407","TRUB2"
"8408","TSC1"
"8409","TSC22D1"
"8410","TSC22D2"
"8411","TSEN15"
"8412","TSEN2"
"8413","TSEN34"
"8414","TSEN54"
"8415","TSFM"
"8416","TSG101"
"8417","TSHZ1"
"8418","TSHZ2"
"8419","TSHZ3"
"8420","TSKU"
"8421","TSN"
"8422","TSNARE1"
"8423","TSPAN1"
"8424","TSPAN13"
"8425","TSPAN15"
"8426","TSPAN17"
"8427","TSPAN18"
"8428","TSPAN3"
"8429","TSPAN31"
"8430","TSPAN32"
"8431","TSPAN33"
"8432","TSPAN4"
"8433","TSPAN6"
"8434","TSPAN9"
"8435","TSPO"
"8436","TSPOAP1"
"8437","TSPYL1"
"8438","TSPYL4"
"8439","TSR2"
"8440","TSR3"
"8441","TSSC4"
"8442","TST"
"8443","TTC1"
"8444","TTC12"
"8445","TTC14"
"8446","TTC17"
"8447","TTC19"
"8448","TTC23"
"8449","TTC27"
"8450","TTC3"
"8451","TTC30A"
"8452","TTC30B"
"8453","TTC31"
"8454","TTC32"
"8455","TTC37"
"8456","TTC38"
"8457","TTC39C"
"8458","TTC4"
"8459","TTC5"
"8460","TTC7A"
"8461","TTC8"
"8462","TTC9C"
"8463","TTI1"
"8464","TTI2"
"8465","TTK"
"8466","TTL"
"8467","TTLL12"
"8468","TTLL4"
"8469","TTPAL"
"8470","TTYH2"
"8471","TTYH3"
"8472","TUBA1A"
"8473","TUBA1B"
"8474","TUBA1C"
"8475","TUBA3FP"
"8476","TUBA4A"
"8477","TUBB"
"8478","TUBB3"
"8479","TUBB4B"
"8480","TUBB6"
"8481","TUBD1"
"8482","TUBG1"
"8483","TUBG2"
"8484","TUBGCP2"
"8485","TUBGCP3"
"8486","TUBGCP6"
"8487","TUFM"
"8488","TUFT1"
"8489","TULP3"
"8490","TULP4"
"8491","TUSC1"
"8492","TUSC2"
"8493","TUSC3"
"8494","TUT1"
"8495","TUT7"
"8496","TVP23B"
"8497","TWF1"
"8498","TWF2"
"8499","TWIST1"
"8500","TWNK"
"8501","TWSG1"
"8502","TXLNA"
"8503","TXLNG"
"8504","TXLNGY"
"8505","TXN"
"8506","TXN2"
"8507","TXNDC11"
"8508","TXNDC12"
"8509","TXNDC15"
"8510","TXNDC16"
"8511","TXNDC17"
"8512","TXNDC9"
"8513","TXNIP"
"8514","TXNL1"
"8515","TXNL4A"
"8516","TXNL4B"
"8517","TXNRD1"
"8518","TXNRD2"
"8519","TYK2"
"8520","TYMP"
"8521","TYMS"
"8522","TYMSOS"
"8523","TYROBP"
"8524","TYSND1"
"8525","TYW1"
"8526","TYW3"
"8527","U2AF1"
"8528","U2AF1L4"
"8529","U2AF2"
"8530","UAP1"
"8531","UAP1L1"
"8532","UBA1"
"8533","UBA2"
"8534","UBA3"
"8535","UBA5"
"8536","UBA52"
"8537","UBA6"
"8538","UBA7"
"8539","UBAC1"
"8540","UBAC2"
"8541","UBALD1"
"8542","UBALD2"
"8543","UBAP1"
"8544","UBAP2"
"8545","UBAP2L"
"8546","UBB"
"8547","UBD"
"8548","UBE2A"
"8549","UBE2B"
"8550","UBE2C"
"8551","UBE2D2"
"8552","UBE2D4"
"8553","UBE2E1"
"8554","UBE2E2"
"8555","UBE2F"
"8556","UBE2G1"
"8557","UBE2G2"
"8558","UBE2H"
"8559","UBE2I"
"8560","UBE2J1"
"8561","UBE2K"
"8562","UBE2L3"
"8563","UBE2L6"
"8564","UBE2M"
"8565","UBE2N"
"8566","UBE2O"
"8567","UBE2Q1"
"8568","UBE2Q2"
"8569","UBE2T"
"8570","UBE2V1"
"8571","UBE2V2"
"8572","UBE2W"
"8573","UBE3A"
"8574","UBE3B"
"8575","UBE4A"
"8576","UBE4B"
"8577","UBFD1"
"8578","UBIAD1"
"8579","UBL3"
"8580","UBL4A"
"8581","UBL5"
"8582","UBL7"
"8583","UBLCP1"
"8584","UBN1"
"8585","UBOX5"
"8586","UBP1"
"8587","UBQLN1"
"8588","UBQLN2"
"8589","UBQLN4"
"8590","UBR1"
"8591","UBR2"
"8592","UBR5"
"8593","UBR7"
"8594","UBTD1"
"8595","UBTD2"
"8596","UBTF"
"8597","UBXN1"
"8598","UBXN11"
"8599","UBXN2A"
"8600","UBXN4"
"8601","UBXN6"
"8602","UBXN8"
"8603","UCHL1"
"8604","UCHL3"
"8605","UCHL5"
"8606","UCK1"
"8607","UCK2"
"8608","UCKL1"
"8609","UCP2"
"8610","UEVLD"
"8611","UFC1"
"8612","UFD1"
"8613","UFL1"
"8614","UFM1"
"8615","UFSP1"
"8616","UFSP2"
"8617","UGCG"
"8618","UGDH"
"8619","UGP2"
"8620","UGT8"
"8621","UHMK1"
"8622","UHRF1"
"8623","UHRF2"
"8624","UIMC1"
"8625","ULK1"
"8626","ULK2"
"8627","ULK3"
"8628","UNC119"
"8629","UNC119B"
"8630","UNC13B"
"8631","UNC13D"
"8632","UNC45A"
"8633","UNC50"
"8634","UNC5B"
"8635","UNC93B1"
"8636","UNG"
"8637","UNK"
"8638","UNKL"
"8639","UPF1"
"8640","UPF2"
"8641","UPF3A"
"8642","UPF3B"
"8643","UPRT"
"8644","UQCC1"
"8645","UQCC2"
"8646","UQCR10"
"8647","UQCR11"
"8648","UQCRB"
"8649","UQCRC1"
"8650","UQCRC2"
"8651","UQCRFS1"
"8652","UQCRH"
"8653","UQCRQ"
"8654","URB1-AS1"
"8655","URB2"
"8656","URGCP"
"8657","URI1"
"8658","URM1"
"8659","UROD"
"8660","UROS"
"8661","USB1"
"8662","USE1"
"8663","USF1"
"8664","USF2"
"8665","USO1"
"8666","USP10"
"8667","USP11"
"8668","USP13"
"8669","USP14"
"8670","USP15"
"8671","USP16"
"8672","USP20"
"8673","USP28"
"8674","USP3"
"8675","USP30"
"8676","USP33"
"8677","USP34"
"8678","USP37"
"8679","USP38"
"8680","USP39"
"8681","USP4"
"8682","USP40"
"8683","USP47"
"8684","USP48"
"8685","USP5"
"8686","USP53"
"8687","USP54"
"8688","USP7"
"8689","USP8"
"8690","USP9X"
"8691","USPL1"
"8692","UTP11"
"8693","UTP14A"
"8694","UTP14C"
"8695","UTP15"
"8696","UTP23"
"8697","UTP4"
"8698","UTP6"
"8699","UTRN"
"8700","UVRAG"
"8701","UXT"
"8702","VAMP1"
"8703","VAMP2"
"8704","VAMP3"
"8705","VAMP4"
"8706","VAMP5"
"8707","VAMP7"
"8708","VAMP8"
"8709","VANGL2"
"8710","VAPA"
"8711","VAPB"
"8712","VARS2"
"8713","VASN"
"8714","VASP"
"8715","VAT1"
"8716","VAT1L"
"8717","VAV1"
"8718","VAV2"
"8719","VAV3"
"8720","VBP1"
"8721","VCAM1"
"8722","VCAN"
"8723","VCPIP1"
"8724","VCPKMT"
"8725","VDAC1"
"8726","VDAC3"
"8727","VEGFB"
"8728","VEGFC"
"8729","VENTX"
"8730","VEZF1"
"8731","VEZT"
"8732","VGF"
"8733","VGLL4"
"8734","VIL1"
"8735","VIM"
"8736","VIPAS39"
"8737","VIPR1"
"8738","VIPR2"
"8739","VIRMA"
"8740","VKORC1"
"8741","VKORC1L1"
"8742","VMA21"
"8743","VMO1"
"8744","VMP1"
"8745","VNN1"
"8746","VNN2"
"8747","VPS11"
"8748","VPS13A"
"8749","VPS13C"
"8750","VPS16"
"8751","VPS18"
"8752","VPS25"
"8753","VPS26A"
"8754","VPS26B"
"8755","VPS26C"
"8756","VPS28"
"8757","VPS29"
"8758","VPS33B"
"8759","VPS35"
"8760","VPS35L"
"8761","VPS36"
"8762","VPS37A"
"8763","VPS37B"
"8764","VPS37C"
"8765","VPS37D"
"8766","VPS39"
"8767","VPS41"
"8768","VPS45"
"8769","VPS4A"
"8770","VPS4B"
"8771","VPS51"
"8772","VPS52"
"8773","VPS72"
"8774","VPS8"
"8775","VPS9D1"
"8776","VRK1"
"8777","VRK2"
"8778","VRK3"
"8779","VSIG1"
"8780","VSIG2"
"8781","VSIG4"
"8782","VSNL1"
"8783","VSTM4"
"8784","VTA1"
"8785","VTI1B"
"8786","VWA1"
"8787","VWA5A"
"8788","VWA7"
"8789","VWA8"
"8790","VWCE"
"8791","VWF"
"8792","WAC"
"8793","WAPL"
"8794","WARS1"
"8795","WAS"
"8796","WASF2"
"8797","WASF3"
"8798","WASHC3"
"8799","WASHC4"
"8800","WASHC5"
"8801","WASL"
"8802","WBP1"
"8803","WBP11"
"8804","WBP1L"
"8805","WBP2"
"8806","WDCP"
"8807","WDFY1"
"8808","WDHD1"
"8809","WDPCP"
"8810","WDR1"
"8811","WDR11"
"8812","WDR12"
"8813","WDR13"
"8814","WDR18"
"8815","WDR20"
"8816","WDR25"
"8817","WDR26"
"8818","WDR27"
"8819","WDR3"
"8820","WDR33"
"8821","WDR36"
"8822","WDR4"
"8823","WDR41"
"8824","WDR44"
"8825","WDR45"
"8826","WDR45B"
"8827","WDR46"
"8828","WDR48"
"8829","WDR53"
"8830","WDR54"
"8831","WDR55"
"8832","WDR59"
"8833","WDR5B"
"8834","WDR6"
"8835","WDR61"
"8836","WDR7"
"8837","WDR70"
"8838","WDR73"
"8839","WDR74"
"8840","WDR75"
"8841","WDR77"
"8842","WDR82"
"8843","WDR83"
"8844","WDR83OS"
"8845","WDR91"
"8846","WDR92"
"8847","WDTC1"
"8848","WEE1"
"8849","WFDC1"
"8850","WFS1"
"8851","WHAMM"
"8852","WHRN"
"8853","WIPF1"
"8854","WIPF3"
"8855","WIPI1"
"8856","WLS"
"8857","WNK1"
"8858","WNK2"
"8859","WNT10A"
"8860","WNT10B"
"8861","WNT2B"
"8862","WNT5A"
"8863","WNT9A"
"8864","WRAP53"
"8865","WRAP73"
"8866","WRN"
"8867","WRNIP1"
"8868","WSB1"
"8869","WSB2"
"8870","WTAP"
"8871","WTIP"
"8872","WWC1"
"8873","WWC2"
"8874","WWC3"
"8875","WWOX"
"8876","WWP1"
"8877","WWP2"
"8878","WWTR1"
"8879","XAB2"
"8880","XAF1"
"8881","XBP1"
"8882","XIAP"
"8883","XK"
"8884","XKR8"
"8885","XPC"
"8886","XPNPEP1"
"8887","XPNPEP3"
"8888","XPO1"
"8889","XPO4"
"8890","XPO5"
"8891","XPO6"
"8892","XPOT"
"8893","XPR1"
"8894","XRCC1"
"8895","XRCC3"
"8896","XRCC4"
"8897","XRCC5"
"8898","XRCC6"
"8899","XRN1"
"8900","XXYLT1"
"8901","YAE1"
"8902","YAP1"
"8903","YARS1"
"8904","YARS2"
"8905","YBEY"
"8906","YBX1"
"8907","YBX2"
"8908","YBX3"
"8909","YEATS2"
"8910","YEATS4"
"8911","YES1"
"8912","YIF1A"
"8913","YIF1B"
"8914","YIPF1"
"8915","YIPF2"
"8916","YIPF3"
"8917","YIPF5"
"8918","YIPF6"
"8919","YJU2"
"8920","YME1L1"
"8921","YOD1"
"8922","YPEL2"
"8923","YPEL3"
"8924","YPEL5"
"8925","YRDC"
"8926","YTHDC1"
"8927","YTHDC2"
"8928","YTHDF1"
"8929","YTHDF2"
"8930","YTHDF3"
"8931","YWHAB"
"8932","YWHAG"
"8933","YWHAH"
"8934","YWHAQ"
"8935","YWHAZ"
"8936","YY1"
"8937","YY1AP1"
"8938","ZADH2"
"8939","ZAP70"
"8940","ZBED1"
"8941","ZBED4"
"8942","ZBED5"
"8943","ZBED8"
"8944","ZBP1"
"8945","ZBTB1"
"8946","ZBTB10"
"8947","ZBTB14"
"8948","ZBTB17"
"8949","ZBTB2"
"8950","ZBTB20"
"8951","ZBTB21"
"8952","ZBTB24"
"8953","ZBTB25"
"8954","ZBTB26"
"8955","ZBTB3"
"8956","ZBTB32"
"8957","ZBTB33"
"8958","ZBTB39"
"8959","ZBTB4"
"8960","ZBTB40"
"8961","ZBTB43"
"8962","ZBTB44"
"8963","ZBTB45"
"8964","ZBTB46"
"8965","ZBTB47"
"8966","ZBTB48"
"8967","ZBTB49"
"8968","ZBTB5"
"8969","ZBTB7A"
"8970","ZBTB7B"
"8971","ZBTB8OS"
"8972","ZBTB9"
"8973","ZC2HC1A"
"8974","ZC2HC1C"
"8975","ZC3H10"
"8976","ZC3H11A"
"8977","ZC3H12A"
"8978","ZC3H14"
"8979","ZC3H6"
"8980","ZC3H8"
"8981","ZC3HAV1"
"8982","ZC3HAV1L"
"8983","ZC3HC1"
"8984","ZCCHC10"
"8985","ZCCHC14"
"8986","ZCCHC17"
"8987","ZCCHC2"
"8988","ZCCHC24"
"8989","ZCCHC3"
"8990","ZCCHC7"
"8991","ZCCHC8"
"8992","ZCCHC9"
"8993","ZCWPW1"
"8994","ZDHHC11"
"8995","ZDHHC12"
"8996","ZDHHC13"
"8997","ZDHHC14"
"8998","ZDHHC17"
"8999","ZDHHC18"
"9000","ZDHHC2"
"9001","ZDHHC20"
"9002","ZDHHC23"
"9003","ZDHHC24"
"9004","ZDHHC3"
"9005","ZDHHC4"
"9006","ZDHHC5"
"9007","ZDHHC6"
"9008","ZDHHC7"
"9009","ZDHHC8"
"9010","ZEB1"
"9011","ZEB2"
"9012","ZER1"
"9013","ZFAND1"
"9014","ZFAND2A"
"9015","ZFAND2B"
"9016","ZFAND5"
"9017","ZFAT"
"9018","ZFC3H1"
"9019","ZFHX3"
"9020","ZFP3"
"9021","ZFP36"
"9022","ZFP36L1"
"9023","ZFP37"
"9024","ZFP82"
"9025","ZFP90"
"9026","ZFP91"
"9027","ZFPL1"
"9028","ZFPM1"
"9029","ZFPM2"
"9030","ZFR"
"9031","ZFX"
"9032","ZFYVE1"
"9033","ZFYVE19"
"9034","ZFYVE21"
"9035","ZFYVE26"
"9036","ZFYVE27"
"9037","ZG16B"
"9038","ZHX2"
"9039","ZHX3"
"9040","ZKSCAN1"
"9041","ZKSCAN2"
"9042","ZKSCAN4"
"9043","ZKSCAN5"
"9044","ZMAT2"
"9045","ZMAT3"
"9046","ZMAT5"
"9047","ZMIZ1"
"9048","ZMIZ2"
"9049","ZMPSTE24"
"9050","ZMYM1"
"9051","ZMYM3"
"9052","ZMYM4"
"9053","ZMYM5"
"9054","ZMYM6"
"9055","ZMYND11"
"9056","ZMYND12"
"9057","ZMYND19"
"9058","ZMYND8"
"9059","ZNF101"
"9060","ZNF106"
"9061","ZNF121"
"9062","ZNF124"
"9063","ZNF133"
"9064","ZNF134"
"9065","ZNF140"
"9066","ZNF142"
"9067","ZNF143"
"9068","ZNF146"
"9069","ZNF148"
"9070","ZNF16"
"9071","ZNF165"
"9072","ZNF174"
"9073","ZNF177"
"9074","ZNF18"
"9075","ZNF182"
"9076","ZNF184"
"9077","ZNF195"
"9078","ZNF2"
"9079","ZNF20"
"9080","ZNF202"
"9081","ZNF205"
"9082","ZNF207"
"9083","ZNF211"
"9084","ZNF212"
"9085","ZNF213"
"9086","ZNF217"
"9087","ZNF22"
"9088","ZNF222"
"9089","ZNF227"
"9090","ZNF23"
"9091","ZNF232"
"9092","ZNF234"
"9093","ZNF236"
"9094","ZNF239"
"9095","ZNF24"
"9096","ZNF248"
